country,escs,math,reading,science
Peru,-2.39,308.8565,267.8453,250.5968
Peru,-0.57,415.3373,400.1523,398.8624
Peru,-1.04,490.2711,456.2885,445.7665
Peru,-0.37,453.5052,553.9558,489.3137
Peru,-0.57,251.9162,220.9978,309.903
Peru,1.03,427.8003,449.2314,429.6345
Peru,-0.74,459.8146,445.0613,460.3133
Peru,-2.16,396.3312,325.5714,335.4532
Peru,0.6,432.396,455.2231,432.4319
Peru,0.47,455.9199,506.8912,456.0239
Peru,-2.08,363.3821,338.5389,379.9329
Peru,-2.89,398.668,366.9752,475.3264
Peru,-0.3,457.322,578.104,432.4319
Peru,-2.21,349.8286,403.2799,353.1705
Peru,-3.12,334.7951,234.1497,282.3014
Peru,-2.07,438.8612,408.653,397.5569
Peru,-0.01,379.5062,420.3529,424.972
Peru,0.38,496.6584,511.0631,488.0082
Peru,-1.2,475.3155,438.6457,378.3476
Peru,-0.33,322.7995,354.4251,368.37
Peru,0.77,420.7898,458.6386,492.8571
Peru,-1.48,196.5337,184.5222,192.1298
Peru,1.43,531.5548,592.7182,461.6188
Peru,-3.85,335.8857,378.6602,346.643
Peru,-0.66,353.1002,316.0283,336.6654
Peru,-0.14,340.014,386.1975,387.6725
Poland,-0.44,491.4395,462.6239,499.5711
Poland,1.18,532.879,598.5166,604.9422
Poland,-0.89,650.5764,584.5195,627.0421
Poland,-1.19,474.6923,449.6323,457.7956
Poland,1.4,591.3772,621.3133,570.2536
Poland,-0.79,545.4977,549.2694,572.3051
Poland,1.35,732.8322,681.6809,672.4543
Poland,-0.83,476.8733,478.743,525.6807
Poland,-0.53,674.2561,617.2623,619.0228
Poland,0.65,546.1988,527.5814,561.768
Poland,-0.84,462.9304,536.3221,469.0787
Poland,1.45,440.9643,438.8863,453.8791
Poland,-0.98,516.6771,449.071,495.1884
Poland,-1.31,465.423,517.497,445.4868
Poland,-1.07,354.658,404.4667,327.7135
Poland,-1.62,500.553,510.0305,467.0272
Poland,-0.24,581.952,533.3832,543.398
Poland,-0.44,624.1704,578.9861,659.3062
Poland,0.27,472.9008,428.461,512.6259
Poland,0.08,326.6163,434.6504,364.6401
Poland,1.43,684.2265,643.3157,629.3734
Poland,1.08,573.7732,536.4028,576.1283
Poland,1.09,489.4142,485.9605,466.2812
Poland,0.02,588.573,585.4899,505.2592
Poland,0.62,466.0461,490.4904,483.7188
Poland,-0.48,524.3885,526.8597,488.1947
Poland,-1.09,518.7023,509.9386,506.0985
Poland,0.74,511.614,458.6943,497.1466
Poland,-0.57,632.1156,666.8273,664.6214
Poland,-0.12,581.4068,585.1611,601.3987
Poland,0.11,483.8059,450.9155,498.6386
Poland,1.55,663.5847,717.3454,681.4062
Poland,-0.86,327.4731,360.6966,366.132
Poland,1.75,610.3832,648.2404,638.605
Poland,1.38,455.2968,549.2694,540.6005
Poland,-0.75,494.0879,538.7051,569.2279
Poland,0.9,687.2644,581.3919,637.859
Poland,-0.72,477.4186,430.5995,430.567
Poland,0.77,609.7601,514.8305,524.1887
Poland,-0.94,553.9882,572.8604,605.6882
Poland,-0.71,597.8423,622.3459,576.0351
Poland,-0.85,423.594,471.983,439.3323
Poland,-0.93,470.9534,484.6125,473.5546
Poland,0.24,627.3641,686.2879,618.8363
Poland,-0.57,450.1558,440.1694,494.9086
Poland,1.34,433.4086,524.9635,490.4327
Poland,-1,512.8603,524.1692,457.7956
Poland,-0.54,561.9333,460.9398,535.8448
Poland,0.19,475.4713,372.6456,448.4707
Poland,-0.28,371.0157,346.7203,359.6979
Poland,0.12,487.4669,522.0246,504.6065
Poland,-1.17,360.0327,303.8387,337.9709
Portugal,-0.53,532.4895,555.6495,534.1664
Portugal,0.76,547.523,587.8729,555.5203
Portugal,-1.81,515.8981,502.8013,531.9284
Portugal,-0.4,478.4312,542.0164,501.1563
Portugal,-2.37,475.3155,416.1912,417.5121
Portugal,-0.44,466.6693,620.7573,534.0731
Portugal,1.08,504.993,546.3469,504.2335
Portugal,-0.51,443.5348,459.8301,411.1712
Portugal,-0.37,537.7084,510.8208,514.2111
Portugal,0.27,441.8212,471.9036,487.169
Portugal,-1.48,435.6675,456.0968,457.3294
Portugal,-1.21,331.9131,397.5562,340.1156
Portugal,0.85,461.0609,513.2077,503.301
Portugal,-1.03,355.0475,335.9967,384.3156
Portugal,-1.8,290.162,330.0398,280.4364
Portugal,0.78,496.3468,432.2301,461.1526
Portugal,-1.38,453.8168,388.8449,471.6897
Portugal,-1.05,357.0728,473.4128,461.2458
Portugal,-0.96,422.5035,461.6615,392.5214
Portugal,-1.7,390.7229,411.2994,409.213
Portugal,-1.84,445.8716,455.3262,463.1108
Portugal,-1.32,460.5936,439.4476,465.7217
Portugal,-1.73,388.0745,432.9824,442.4095
Portugal,-1.74,522.9086,587.9523,585.0802
Portugal,-0.72,367.1989,427.2634,406.5088
Portugal,NA,503.3572,445.0613,479.9888
Portugal,1.16,694.119,634.5609,602.1447
Portugal,1.47,539.7336,570.0845,548.9929
Portugal,0.98,697.3906,620.1259,750.4103
Portugal,-1.48,460.983,360.857,446.7922
Portugal,-0.01,583.5878,672.9435,591.7009
Portugal,-1.65,283.7747,220.5166,302.5364
Portugal,-0.15,279.8021,241.3672,267.1951
Portugal,-0.38,586.6256,514.2691,576.9675
Portugal,0.35,483.2606,460.7038,495.7479
Portugal,-0.22,636.3219,582.3127,623.5919
Portugal,-2.14,430.9939,511.6985,456.0239
Portugal,-1.32,418.7646,435.3577,417.6054
Portugal,-2.03,389.3987,431.3938,379.2801
Portugal,-1.54,467.604,414.026,367.1578
Portugal,-0.69,470.0187,472.167,493.8829
Portugal,1.15,289.0715,239.202,369.0228
Portugal,-0.96,403.7311,454.6846,475.9791
Portugal,1.06,566.5291,452.1253,537.5233
Portugal,0.97,609.9938,484.5972,535.0056
Portugal,-2.2,535.3716,545.545,525.6807
Portugal,-1.02,469.084,437.0334,455.7441
Portugal,1.13,643.8776,571.1924,632.0776
Portugal,-1.57,424.7624,467.4554,452.0142
Portugal,-0.53,311.8165,458.718,373.6852
Portugal,0.5,385.7377,425.8146,453.8791
Portugal,-0.34,639.8271,714.0887,669.1906
Portugal,-0.23,415.4152,359.2531,385.5278
Portugal,-0.95,573.4616,547.63,558.038
Portugal,0.09,516.6771,587.158,542.1858
Portugal,-0.14,488.6353,526.7904,443.9015
Portugal,-3.21,329.6542,310.7381,291.4398
Qatar,NA,316.6459,264.8642,268.3141
Qatar,0.57,310.6481,305.5228,325.5688
Qatar,-0.06,450.4674,494.462,472.5289
Qatar,0.87,386.5166,537.1164,452.7602
Qatar,1.37,371.0157,398.3505,394.1999
Qatar,0.04,519.7149,470.7235,515.2369
Qatar,-0.6,241.8679,337.9829,216.0947
Qatar,-1.92,320.4627,277.2142,306.7326
Qatar,0.22,256.1224,295.6462,207.1429
Qatar,-1.89,374.2094,347.038,360.8169
Qatar,0.8,318.048,302.0006,259.2689
Qatar,0.8,295.3809,256.524,270.8318
Qatar,0.89,445.7158,445.0613,442.5028
Qatar,-0.39,345.7782,214.8228,316.8034
Qatar,-0.67,313.4523,378.0956,362.4021
Qatar,-1.38,490.0374,474.6042,443.6218
Qatar,0.66,548.224,437.8438,501.809
Qatar,0.75,460.2041,441.8535,474.7669
Qatar,0.37,409.0279,385.156,390.47
Qatar,-0.5,451.3242,532.9066,463.3905
Qatar,0.47,590.9098,554.0456,640.47
Qatar,0.72,703.2326,704.7159,675.2518
Qatar,0.75,444.158,498.9896,476.0724
Qatar,-0.13,278.2443,340.9218,296.1022
Qatar,0.59,348.4265,278.9657,332.003
Qatar,1.13,293.9009,316.9906,277.6389
Qatar,1.41,415.4152,514.3197,326.1283
Qatar,-0.56,392.826,495.2563,446.4192
Qatar,1.24,308.7007,238.4,268.3141
Qatar,NA,277.1538,291.0878,249.1048
Qatar,0.79,411.9878,401.676,388.605
Qatar,NA,326.6942,230.7013,206.0239
Qatar,1.21,455.2189,447.2265,486.7027
Qatar,2.13,346.9466,353.4719,334.4275
Qatar,0.26,358.9422,304.7209,426.2775
Qatar,0.64,293.122,275.0489,298.4334
Qatar,NA,219.9797,229.1776,267.2883
Qatar,0.75,418.3751,363.5034,383.9426
Qatar,-0.72,258.1477,297.7908,253.5808
Qatar,-1.62,213.7482,278.8068,258.8959
Qatar,0.28,463.943,520.3565,538.8288
Qatar,0.74,399.6806,429.2629,381.1451
Qatar,0.72,296.1598,257.4061,306.5461
Qatar,0.33,380.4409,438.4631,312.9802
Qatar,0.51,586.0025,506.1384,567.9224
Qatar,0.91,508.7319,453.9522,466.0015
Qatar,0.72,443.4569,560.9457,474.6736
Qatar,NA,269.7539,128.5335,205.8374
Qatar,1.61,395.0849,433.834,439.8918
Qatar,0.85,296.3935,353.8691,301.8836
Qatar,0.4,381.2198,415.4281,352.1447
Qatar,1.22,483.4164,509.1367,472.6222
Qatar,0.14,595.0382,542.8184,635.7143
Qatar,0.14,313.2186,376.1098,284.1664
Qatar,0.13,340.014,267.2893,300.9511
Qatar,0.63,373.2747,463.2456,341.7941
Qatar,0.1,191.7822,264.5886,240.9922
Qatar,1.9,438.7054,474.3659,418.4446
Qatar,0.76,485.3638,497.6392,524.7482
Qatar,1.24,296.9388,345.6877,371.8202
Qatar,0.92,499.5404,449.8729,312.4207
Qatar,0.47,278.3222,254.1983,254.9795
Qatar,1.18,339.7803,400.9543,295.1697
Qatar,1.03,460.7493,506.3766,453.8791
Qatar,0.79,417.752,537.3547,436.1619
Qatar,0.74,244.0489,350.4536,335.1734
Qatar,0.06,316.4901,303.5893,233.5323
Qatar,0.94,411.4426,448.1537,402.5923
Qatar,2.28,313.3744,310.7381,383.6628
Qatar,0.53,455.9199,474.3659,423.3868
Qatar,0.91,331.212,448.1537,437.0944
Qatar,1.1,234.3122,202.0719,250.0373
Qatar,-0.27,480.1449,363.0223,347.762
Qatar,0.51,604.1517,569.2826,625.5502
Qatar,-0.07,315.6333,340.0481,319.3211
Qatar,-2.02,245.7626,335.4354,291.6263
Qatar,0.08,342.3508,317.7926,338.2507
Qatar,0.89,284.1642,269.4353,333.0287
Qatar,0.54,286.8905,407.0879,327.0608
Qatar,-0.03,443.3011,532.5889,527.5457
Qatar,NA,326.4605,459.7369,383.9426
Qatar,1.31,463.3977,425.8336,505.166
Qatar,0.04,317.6585,308.7306,368.4633
Qatar,-0.09,454.3621,463.4839,490.2462
Qatar,0.93,323.5005,353.0782,369.9552
Qatar,2.33,426.1645,500.0222,429.6345
Qatar,1.21,482.0143,461.657,537.2436
Qatar,1.24,331.4457,408.4124,302.8161
Qatar,1.48,489.1027,306.2446,369.9552
Qatar,0.2,277.7769,300.6309,267.4748
Qatar,NA,399.2912,457.8122,374.7109
Qatar,0.19,341.494,312.4997,325.3823
Qatar,1.54,345.9339,386.4358,438.9593
Qatar,0.86,328.1742,381.4317,382.3573
Qatar,-2.04,268.897,379.843,289.5748
Qatar,0.75,529.9969,628.2238,535.1921
Qatar,0.72,352.9444,399.9391,395.1324
Qatar,-0.28,281.0484,336.9503,280.8094
Qatar,1.52,480.1449,469.4412,487.3555
Qatar,0.91,576.6552,510.0188,621.4472
Qatar,0.59,416.6615,440.9255,419.3771
Qatar,0.79,356.2159,320.5081,311.2085
Qatar,0.65,459.9704,535.7661,541.533
Qatar,0.39,318.9048,381.467,392.5214
Qatar,0.5,628.5325,639.503,642.2417
Qatar,0.69,475.4713,502.7228,573.4241
Qatar,2.05,334.0941,248.5045,319.6009
Qatar,0.72,451.1684,549.746,466.6542
Qatar,-0.06,359.3317,386.4358,389.5375
Qatar,-0.24,286.1115,292.6917,369.6755
China-Shanghai,0.55,740.9332,676.1207,650.6341
China-Shanghai,0.4,627.2862,626.8735,661.1712
China-Shanghai,-1.59,455.141,490.2521,475.9791
China-Shanghai,1.35,697.8579,695.1047,677.6762
China-Shanghai,-0.88,569.5669,565.6322,534.7258
China-Shanghai,-0.34,543.1609,584.5997,600.5595
China-Shanghai,-1.69,452.0252,464.0399,458.2618
China-Shanghai,1.05,673.4772,603.7591,608.7654
China-Shanghai,1.04,725.5102,735.205,740.9922
China-Shanghai,0.36,530.7758,533.8366,554.7743
China-Shanghai,-0.33,704.0115,604.6483,623.0325
China-Shanghai,0.71,516.9107,435.3577,428.7952
China-Shanghai,-0.09,730.028,650.7028,699.1235
China-Shanghai,-0.44,655.5616,556.8948,605.0354
China-Shanghai,-0.54,693.1843,632.6362,614.2671
China-Shanghai,-0.58,716.3187,554.8475,656.3223
China-Shanghai,-0.07,552.664,470.6327,504.2335
China-Shanghai,-1.44,563.3354,533.1449,527.5457
China-Shanghai,1.23,654.4711,585.5694,621.727
China-Shanghai,-0.42,588.3393,570.9666,606.1544
China-Shanghai,0.35,574.2405,562.5344,580.6975
China-Shanghai,-2.36,568.9438,563.1698,538.6423
China-Shanghai,-1.2,404.51,417.9699,392.6147
China-Shanghai,1.15,547.7567,520.4359,541.3465
China-Shanghai,-1.81,585.1457,575.1639,593.4726
China-Shanghai,-1.43,516.3655,579.7078,524.7482
China-Shanghai,0.23,594.4929,549.0311,530.3432
China-Shanghai,-0.04,594.4929,506.7308,557.1056
China-Shanghai,-0.56,365.4074,399.1448,414.7147
China-Shanghai,-1.59,615.6021,587.0055,623.8717
China-Shanghai,0.67,685.7065,569.6033,626.3894
China-Shanghai,0.59,751.8383,620.607,700.7087
China-Shanghai,-0.73,688.8222,657.2956,654.364
China-Shanghai,-1.81,533.8916,509.7782,547.3144
China-Shanghai,-0.48,689.0559,597.3506,641.4025
China-Shanghai,-0.98,537.7863,542.658,560.3693
China-Shanghai,0.15,695.7548,637.1995,625.4569
China-Shanghai,-0.23,652.1343,610.262,611.4696
China-Shanghai,-0.62,670.9846,617.8978,649.8881
China-Shanghai,0.55,681.7339,693.5955,713.8568
China-Shanghai,0.87,624.1704,615.7531,566.4304
China-Shanghai,-2.15,580.7836,471.4453,479.1496
China-Shanghai,-1.64,611.9411,542.5972,560.276
China-Shanghai,-1.35,619.7305,567.2208,563.0735
China-Shanghai,-1.75,438.4717,443.3772,419.3771
China-Shanghai,-0.97,466.5135,511.6191,468.799
China-Shanghai,0.89,669.193,627.9061,641.3092
China-Shanghai,0.43,636.6334,629.4947,566.7102
China-Shanghai,-0.31,627.2862,573.6547,575.7553
China-Shanghai,-0.88,716.9419,637.0407,649.6084
Perm(Russian Federation),0.2,430.9939,406.8496,414.4349
Perm(Russian Federation),0.48,537.5526,488.1075,429.6345
Perm(Russian Federation),0.66,390.4113,447.4671,440.8243
Perm(Russian Federation),0.33,496.3468,508.4419,482.5065
Perm(Russian Federation),0.41,441.8212,517.9736,459.1943
Perm(Russian Federation),0.11,476.5618,491.0465,427.21
Perm(Russian Federation),-0.46,448.9874,416.0308,523.7225
Perm(Russian Federation),-0.05,558.1944,515.5906,524.8415
Perm(Russian Federation),-0.85,575.0195,472.2472,514.2111
Perm(Russian Federation),-0.83,541.4473,503.1994,422.1746
Perm(Russian Federation),0.47,470.7197,515.1141,553.6554
Perm(Russian Federation),0.67,475.8607,481.0686,531.2756
Perm(Russian Federation),0.74,600.8802,675.1675,556.3596
Perm(Russian Federation),-0.39,429.5918,461.3407,419.3771
Perm(Russian Federation),0.76,422.5814,414.8279,436.1619
Perm(Russian Federation),-1.3,402.0953,467.2172,454.8116
Perm(Russian Federation),-0.56,421.6467,419.399,440.5446
Perm(Russian Federation),-0.58,434.7328,380.3443,351.3055
Perm(Russian Federation),-0.75,515.976,520.1976,520.2723
Perm(Russian Federation),0.83,506.2393,613.3895,580.6975
Florida (USA),1.23,663.8962,699.394,678.6087
Florida (USA),1.35,618.3284,734.8997,699.4965
Florida (USA),0.79,508.1087,489.1682,448.937
Florida (USA),0.63,392.1249,393.5764,355.8747
Florida (USA),0.87,422.3477,503.7554,474.3939
Florida (USA),-0.77,452.2589,518.7679,442.7825
Florida (USA),0.39,403.4195,454.4288,420.3096
Florida (USA),-1.4,380.363,505.5823,462.2715
Florida (USA),1.08,446.6506,477.3843,506.0052
Florida (USA),0.11,371.8726,452.7607,415.5539
Florida (USA),0.45,416.5836,425.0126,367.5308
Florida (USA),-0.14,533.6579,642.5803,624.5244
Florida (USA),1.65,413.2341,462.1427,471.5964
Florida (USA),1.33,392.9039,447.9154,476.4454
Florida (USA),-0.69,335.4183,342.431,356.9937
Florida (USA),0.69,391.4239,391.5715,374.6177
Florida (USA),1.06,460.8272,548.1574,543.4912
Florida (USA),1.71,487.9343,516.9957,425.1585
Florida (USA),-0.78,447.1958,463.4839,468.799
Florida (USA),-0.22,423.594,419.5585,402.9653
Connecticut (USA),2.13,490.1153,526.7904,547.8739
Connecticut (USA),1.21,743.3479,733.7615,759.0824
Connecticut (USA),0.17,554.0661,496.6263,572.3051
Connecticut (USA),-0.45,443.4569,481.5147,448.0045
Connecticut (USA),-1.33,445.4822,510.7406,471.5964
Connecticut (USA),0.38,375.6894,475.1603,431.7792
Connecticut (USA),1.33,564.8933,550.918,549.7389
Connecticut (USA),1.52,622.6126,546.1063,616.7848
Connecticut (USA),0.34,463.3198,395.7292,351.6785
Connecticut (USA),1.68,570.4237,597.484,595.3376
Connecticut (USA),-0.36,442.3664,529.0939,509.8284
Connecticut (USA),1.23,563.2575,585.0133,511.6934
Connecticut (USA),0.87,606.7222,549.2339,587.2249
Connecticut (USA),0.13,535.3716,532.5889,565.7777
Connecticut (USA),0.27,568.0869,603.285,586.2924
Connecticut (USA),1.19,624.2483,629.8124,597.6688
Connecticut (USA),1.07,479.1323,440.4902,483.7188
Connecticut (USA),0.56,668.4141,706.7359,634.7818
Connecticut (USA),1.17,592.8571,526.2983,535.0056
Massachusetts (USA),-0.33,517.3781,515.5522,511.4137
Massachusetts (USA),-0.92,469.084,510.1099,486.5162
Massachusetts (USA),2.49,718.344,692.7821,691.3838
Massachusetts (USA),1.13,496.2689,461.3407,472.5289
Massachusetts (USA),0.04,367.9,411.0594,452.0142
Massachusetts (USA),1.41,639.0481,667.8416,671.9881
Massachusetts (USA),0.21,455.2968,511.8633,549.9254
Massachusetts (USA),-0.36,290.7852,380.9057,295.0765
Massachusetts (USA),1.37,544.7188,561.3433,535.2853
Massachusetts (USA),-1.31,445.8716,448.0285,471.7829
Massachusetts (USA),0.5,510.6792,568.0151,539.7613
Massachusetts (USA),-0.09,443.379,446.5651,467.8665
Massachusetts (USA),0.04,540.902,481.7903,571.2794
Romania,-0.81,473.7576,390.6894,500.317
Romania,-1.85,358.9422,453.8827,441.7568
Romania,-1.34,475.3934,416.1912,440.7311
Romania,-0.89,420.9456,423.088,490.8057
Romania,-0.91,423.594,507.727,384.875
Romania,0.8,547.2893,588.9055,590.5819
Romania,-4.04,412.6889,393.3463,359.6979
Romania,-1.18,364.7063,390.6894,325.9418
Romania,0.98,391.9692,420.3614,346.4565
Romania,-0.19,501.0983,427.4185,521.8575
Romania,-1.33,408.2489,405.1815,416.5796
Romania,-1.36,346.0897,359.9853,354.0097
Romania,0.51,555.546,491.7345,568.5752
Romania,-0.71,535.2158,375.2118,424.0395
Romania,-1.13,553.9103,355.1632,427.7695
Romania,-1.71,374.9883,369.1993,377.9746
Romania,0.39,480.4565,552.2083,438.0269
Romania,1.1,618.64,660.9449,575.8486
Romania,-1.95,410.3521,323.447,369.0228
Romania,0.61,539.3441,568.5608,526.893
Romania,-1.18,358.6306,285.9554,329.4853
Romania,0.05,450.8568,453.0807,518.2208
Romania,1.48,469.8629,484.0565,454.8116
Romania,-1.93,419.5435,332.9493,394.7594
Romania,-0.51,360.2664,362.4609,355.0354
Romania,0.7,383.8682,437.6834,443.6218
Romania,-1.7,417.752,390.6092,348.7878
Romania,0.23,454.5178,499.7839,517.0086
Romania,-0.5,387.3734,458.4797,430.4737
Romania,0.77,489.4921,484.8377,513.1854
Romania,-0.53,344.5319,392.552,359.6046
Romania,0.41,407.8595,446.0236,429.2615
Romania,-1.01,440.4191,540.2937,468.1462
Romania,0.94,428.034,452.1253,481.574
Romania,-0.35,378.8051,371.9794,391.6822
Romania,0.21,496.0352,545.0595,413.7822
Romania,-0.77,362.058,449.5835,381.1451
Romania,-0.25,457.322,424.1305,478.1238
Romania,-0.43,426.2424,447.5183,418.4446
Romania,-0.54,539.9673,444.1822,499.5711
Romania,-1.34,491.9847,485.3189,503.8605
Romania,1.31,607.657,458.6141,567.6427
Romania,-1.67,454.2063,414.5072,438.9593
Romania,-2.25,315.7112,368.0078,290.041
Romania,-0.69,516.8328,469.9216,532.2081
Russian Federation,0.9,629.2335,580.0092,568.9482
Russian Federation,-0.64,430.916,467.4355,429.3547
Russian Federation,0.68,423.594,178.0135,347.9485
Russian Federation,0.08,515.7423,605.6654,575.1026
Russian Federation,-0.08,472.9787,453.8827,554.5878
Russian Federation,-0.17,605.8654,536.3221,573.6106
Russian Federation,0.34,399.9922,353.8801,422.1746
Russian Federation,-0.36,522.0517,415.3893,489.1272
Russian Federation,-0.37,328.9531,386.9918,421.8948
Russian Federation,-1.43,430.6823,503.676,424.972
Russian Federation,-0.93,404.51,402.878,384.2223
Russian Federation,-0.95,477.0291,336.712,394.3864
Russian Federation,0.6,475.2376,476.1929,543.398
Russian Federation,0.37,501.8772,505.344,475.9791
Russian Federation,0.9,427.1771,444.8207,463.3905
Russian Federation,0.79,570.4237,561.7401,553.0026
Russian Federation,0.12,559.4407,549.3141,598.2283
Russian Federation,0.46,550.405,524.3736,491.2719
Russian Federation,-0.64,550.7945,458.718,528.4782
Russian Federation,-0.25,359.7211,504.5497,512.0664
Russian Federation,0.56,485.6753,408.6765,446.4192
Russian Federation,-0.94,439.4064,434.0944,431.4994
Russian Federation,-1.2,518.3128,504.1646,579.019
Russian Federation,-1.41,549.2366,418.8377,492.1112
Russian Federation,0.42,622.5347,703.8421,614.9198
Russian Federation,-0.2,501.0204,417.7951,565.5912
Russian Federation,0.68,427.0992,431.7115,440.8243
Russian Federation,1.11,559.9081,541.8823,519.5263
Russian Federation,0.54,365.719,401.9968,328.9258
Russian Federation,0.5,554.5334,575.9582,591.8874
Russian Federation,-0.08,473.7576,402.5582,516.1693
Russian Federation,-1.2,418.2193,378.175,460.4066
Russian Federation,1.01,435.9012,536.2427,514.5841
Russian Federation,1.2,548.3019,595.816,550.8579
Russian Federation,0.87,625.6504,579.788,621.727
Russian Federation,1.06,497.671,544.4223,602.1447
Russian Federation,-0.61,508.9656,493.2705,508.8027
Russian Federation,0.29,438.0823,407.9312,540.787
Russian Federation,-0.05,427.3329,448.0743,385.9008
Russian Federation,-1.21,578.9921,554.8296,562.9802
Russian Federation,-2.02,280.5032,309.3877,369.9552
Russian Federation,0.68,426.2424,389.3748,416.5796
Russian Federation,-1.03,539.2662,468.3177,578.5528
Russian Federation,-0.05,496.3468,501.1974,565.5912
Russian Federation,0,488.2458,413.9984,491.5517
Russian Federation,0.08,648.707,580.59,654.737
Singapore,0.76,587.4825,576.0376,568.5752
Singapore,-2.42,400.5375,388.1232,399.6084
Singapore,-2.58,587.1709,562.9472,596.9228
Singapore,0.88,461.0609,523.5717,463.204
Singapore,-0.24,565.4385,564.8379,573.2376
Singapore,-1.05,517.5339,393.4962,482.9728
Singapore,1.47,715.3061,680.2718,677.6762
Singapore,-1.58,752.773,669.6074,727.0048
Singapore,0.7,700.5842,632.1954,652.6856
Singapore,1.38,727.7691,706.3045,700.3357
Singapore,-0.23,717.565,617.3993,630.7721
Singapore,-1.05,590.754,569.4449,567.8292
Singapore,-1.75,492.4521,475.8751,401.3801
Singapore,0.22,572.0595,488.4252,547.3144
Singapore,0.22,472.9787,489.9702,519.8993
Singapore,0.22,374.9883,329.3406,360.8169
Singapore,0.14,655.9511,628.1453,614.2671
Singapore,-0.83,566.6069,557.093,552.9094
Singapore,-1.87,547.7567,567.3002,486.3297
Singapore,-0.72,633.9072,564.5511,587.5979
Singapore,-1.14,669.2709,616.468,654.0843
Singapore,-0.53,560.2197,471.983,507.9634
Singapore,0.5,571.1248,585.5694,609.4181
Singapore,1.13,718.4998,658.4076,643.3607
Singapore,0.72,521.0391,571.1924,507.031
Singapore,-0.55,522.2075,584.4393,582.4692
Singapore,0.36,561.9333,439.178,517.4748
Singapore,0.34,515.5086,468.8058,449.5897
Singapore,0.84,629.623,589.7792,605.8747
Serbia,-1.49,480.768,352.998,405.2033
Serbia,-1.96,393.6049,341.6103,363.3346
Serbia,-0.74,466.7472,500.737,464.1365
Serbia,-0.66,425.6193,466.1051,430.194
Serbia,-1.92,425.775,468.1703,460.0336
Serbia,-2.16,406.6911,479.8467,464.1365
Serbia,-1.14,441.9769,398.2277,412.4767
Serbia,0.12,445.7937,482.309,420.2163
Serbia,0.43,521.5844,543.6298,538.3626
Serbia,-0.52,304.806,376.6658,294.3305
Serbia,-1.35,443.8464,412.8231,352.238
Serbia,-2.37,460.5157,430.0434,476.0724
Serbia,-1.35,360.2664,340.1275,312.141
Serbia,0.37,389.5544,370.4002,366.2253
Serbia,0.67,426.3203,430.7583,382.3573
Serbia,0.8,672.6203,573.3725,604.6624
Serbia,0.78,535.2158,512.3445,445.4868
Serbia,0.92,610.1496,507.613,500.4103
Serbia,-0.07,470.8755,437.8438,445.4868
Serbia,0.16,373.3525,372.0843,371.727
Serbia,-0.69,464.644,483.5546,442.6893
Serbia,0.82,416.3499,348.8278,404.1775
Serbia,-1.02,433.2528,436.4003,442.6893
Serbia,-0.73,380.2851,344.0162,416.5796
Serbia,0.47,445.4043,398.5484,441.7568
Serbia,-0.96,411.131,362.3005,346.643
Serbia,0.46,532.3337,389.4063,472.1559
Serbia,1.1,509.5887,474.0917,447.1652
Serbia,-1.13,335.1067,386.3564,361.3764
Serbia,-0.05,312.5175,379.2076,370.8877
Serbia,1.02,539.1883,506.811,496.7736
Serbia,-0.97,374.9883,366.9518,427.3965
Serbia,-0.35,369.5358,385.0855,358.3924
Serbia,-0.47,487.7006,413.7052,533.1406
Serbia,1.07,583.5099,646.2693,591.8874
Serbia,0.51,577.6679,631.7982,626.0164
Serbia,0.98,546.1988,580.1681,521.7643
Serbia,-0.45,500.1636,436.9616,529.4107
Serbia,0.84,505.6161,464.2277,452.9467
Serbia,-0.03,678.774,578.1841,663.0362
Serbia,1.65,632.8945,577.6263,605.8747
Serbia,0.71,509.6666,568.0945,501.3428
Serbia,-0.31,356.6054,387.7861,340.1156
Slovak Republic,1.19,555.546,601.4556,610.3506
Slovak Republic,-0.83,596.5181,604.6328,557.7583
Slovak Republic,-0.7,466.0461,524.4075,426.5573
Slovak Republic,-0.61,399.0575,422.8474,377.4151
Slovak Republic,-1.01,565.6722,568.8094,541.2533
Slovak Republic,0.35,656.8079,637.4479,663.4092
Slovak Republic,-0.47,416.973,403.3601,438.3066
Slovak Republic,-0.31,440.1854,456.3351,400.7273
Slovak Republic,0.8,428.034,406.2936,466.0015
Slovak Republic,-0.18,596.5181,559.7394,555.8933
Slovak Republic,1.39,523.6875,582.3921,568.8549
Slovak Republic,1.28,538.0978,572.0661,568.0157
Slovak Republic,-0.66,631.1809,651.4971,574.8228
Slovak Republic,-1.76,314.9322,252.0331,330.7907
Slovak Republic,-1.92,282.6063,153.1532,276.147
Slovak Republic,-1.05,438.1601,370.7209,444.5543
Slovak Republic,0.34,370.8599,447.5977,382.0776
Slovak Republic,-0.55,361.9022,346.4026,328.0865
Slovak Republic,-0.39,566.3733,538.9434,569.5076
Slovak Republic,-0.59,521.3507,539.9314,480.9213
Slovak Republic,-0.5,650.5764,627.8245,687.6539
Slovak Republic,-0.59,443.3011,475.3985,480.9213
Slovak Republic,-0.16,463.3977,467.932,456.6766
Slovak Republic,0.14,469.1619,549.2694,459.4741
Slovak Republic,0.84,493.1531,522.2628,535.0056
Slovak Republic,-2.04,360.0327,324.2413,325.1958
Slovak Republic,-0.77,471.7324,519.562,478.2171
Slovak Republic,-0.23,446.6506,390.3686,422.0813
